SITE_COL;SITE;HAB;REEF;ARCH;UNIQUE_ID;RGR;AR_TOTAL_INICIAL;MEAN_AR_TOTAL;MEAN_HEALTH;MEAN_BLEACH;MEAN_DEAD_TISSUE;HEALTH_PC1;HEALTH_PC2;PC1_INTERACAO;PC2_INTERACAO;PC1_ENV_MAG;PC2_ENV_MAG;PC1_ENV_VAR;PC2_ENV_VAR;SST_MEAN;SST_CV_ALL;MEAN_DLI_LOCAL;CV_DLI_LOCAL;CHL_MEAN;CHL_CV_ALL;PROP_DHW_GT4;PROP_DHW_GT8;DEPTH;SST_PERIOD_PRIMARY;DLI_PERIOD_PRIMARY;CHL_PERIOD_PRIMARY;SST_PERIOD_SECONDARY;DLI_PERIOD_SECONDARY;CHL_PERIOD_SECONDARY
ITA1_1;ITA1;PA;ITA;inner;ITA1_PA;0,2737464826224151;7,149;9,913;73,4166532132232;19,79894916808163;6,784397618695171;-1,0804010311464227;0,2406256299591611;-0,7017553260920554;-0,952495126392386;1,688521976808789;0,01754576091514927;-1,406736466713872;-0,933487445317268;25,63323402404785;4,375338554382324;19,88873400018177;32,96945573260972;2,636123180389404;30,06028175354004;0,003934337267670601;0;4,2;365,0182196772514;368,8352162056876;368,8352162056876;112,09236234458258;2,285962624945676;14,752259270800872
ITA1_2;ITA1;TP;ITA;inner;ITA1_TP;0,0885393768113822;20,08;23,113333333333333;9,63231828525254;48,22342927166312;42,14425244308433;2,647131364289812;2,241528255820911;-1,2372782330722003;-0,6206528954284127;1,934297027806348;1,200318489862647;-1,886029859958332;-0,4026494544169167;25,63323402404785;4,375338554382324;37,74004125106693;21,93877122474488;2,636123180389404;30,06028175354004;0,003934337267670601;0;1,3;365,0182196772514;363,17606444188726;368,8352162056876;112,09236234458258;33,22105263157894;14,752259270800872
ITA1_3;ITA1;TP;ITA;inner;ITA1_TP;0,1645660052388782;31,84;40,57333333333333;4,999365351653306;27,8120181443862;67,1886165039605;2,7932956004394884;4,525383530384096;-1,2372782330722003;-0,6206528954284127;1,934297027806348;1,200318489862647;-1,886029859958332;-0,4026494544169167;25,63323402404785;4,375338554382324;37,74004125106693;21,93877122474488;2,636123180389404;30,06028175354004;0,003934337267670601;0;1,3;365,0182196772514;363,17606444188726;368,8352162056876;112,09236234458258;33,22105263157894;14,752259270800872
ITA1_4;ITA1;TP;ITA;inner;ITA1_TP;0,1457957999555472;8,935;10,253;27,001933715342403;54,50885033924154;18,48921594541606;1,7098027857907718;0,3621259111252483;-1,2372782330722003;-0,6206528954284127;1,934297027806348;1,200318489862647;-1,886029859958332;-0,4026494544169167;25,63323402404785;4,375338554382324;37,74004125106693;21,93877122474488;2,636123180389404;30,06028175354004;0,003934337267670601;0;1,3;365,0182196772514;363,17606444188726;368,8352162056876;112,09236234458258;33,22105263157894;14,752259270800872
ITA3_1;ITA3;PA;ITA;inner;ITA3_PA;0,2372808274421018;12,86;16,076666666666668;74,08355787777803;6,690253538546789;19,226188583675174;-1,1903883982372927;1,4386780034367657;-0,7261949752628641;1,722085137699892;0,7653921314330295;-1,961007561271897;1,834614125311739;-2,875680393078181;25,64889717102051;4,408440589904785;6,811721995557363;78,72560734492859;1,904224634170532;53,22238922119141;0,004477004477004477;0;12,3;365,0182196772514;368,8352162056876;363,17606444188726;112,23589670626734;;
ITA3_2;ITA3;PA;ITA;inner;ITA3_PA;0,1263874861891671;38,77;43,78666666666667;83,79580853905304;6,1030487667528535;10,101142694194104;-1,7372329355933078;0,7780713294193592;-0,7261949752628641;1,722085137699892;0,7653921314330295;-1,961007561271897;1,834614125311739;-2,875680393078181;25,64889717102051;4,408440589904785;6,811721995557363;78,72560734492859;1,904224634170532;53,22238922119141;0,004477004477004477;0;12,3;365,0182196772514;368,8352162056876;363,17606444188726;112,23589670626734;;
ITA3_3;ITA3;PA;ITA;inner;ITA3_PA;0,0452570037704156;51,3;54,97333333333333;92,07594506798186;7,480856926320132;0,4431980056980056;-2,193030780436222;0,0361477285548598;-0,7261949752628641;1,722085137699892;0,7653921314330295;-1,961007561271897;1,834614125311739;-2,875680393078181;25,64889717102051;4,408440589904785;6,811721995557363;78,72560734492859;1,904224634170532;53,22238922119141;0,004477004477004477;0;12,3;365,0182196772514;368,8352162056876;363,17606444188726;112,23589670626734;;
ITA4_1;ITA4;PA;ITA;inner;ITA4_PA;0,0855753931216529;44,41;47,88666666666666;51,958318637456046;22,61558762659853;25,42609373594541;0,1362234653633032;1,555623016437895;-2,2993194212437507;-0,698932810932011;1,663850256616474;-0,1011849145592438;-1,346643018734367;-1,000043516486487;25,63323402404785;4,375338554382324;18,6329017766071;34,3524747247234;2,636123180389404;30,06028175354004;0,003934337267670601;0;4,5;365,0182196772514;368,8352162056876;368,8352162056876;112,09236234458258;2,285962624945676;14,752259270800872
ITA4_2;ITA4;PA;ITA;inner;ITA4_PA;0,1249633718781999;12,82;14,26;90,88233138189214;4,743428034875771;4,374240583232078;-2,1413983110346124;0,3846587325443483;-2,2993194212437507;-0,698932810932011;1,663850256616474;-0,1011849145592438;-1,346643018734367;-1,000043516486487;25,63323402404785;4,375338554382324;18,6329017766071;34,3524747247234;2,636123180389404;30,06028175354004;0,003934337267670601;0;4,5;365,0182196772514;368,8352162056876;368,8352162056876;112,09236234458258;2,285962624945676;14,752259270800872
ITA4_3;ITA4;PA;ITA;inner;ITA4_PA;0,3817282134350455;9,363;13,621;28,982188666179734;63,95023886969605;7,067572464124223;1,651302229870098;-0,6822761975759307;-2,2993194212437507;-0,698932810932011;1,663850256616474;-0,1011849145592438;-1,346643018734367;-1,000043516486487;25,63323402404785;4,375338554382324;18,6329017766071;34,3524747247234;2,636123180389404;30,06028175354004;0,003934337267670601;0;4,5;365,0182196772514;368,8352162056876;368,8352162056876;112,09236234458258;2,285962624945676;14,752259270800872
ITA4_4;ITA4;PA;ITA;inner;ITA4_PA;0,3384150079463289;5,499;7,427666666666667;27,02838204397764;56,24079597497562;16,730821981046734;1,7179226023742695;0,1953857462589402;-2,2993194212437507;-0,698932810932011;1,663850256616474;-0,1011849145592438;-1,346643018734367;-1,000043516486487;25,63323402404785;4,375338554382324;18,6329017766071;34,3524747247234;2,636123180389404;30,06028175354004;0,003934337267670601;0;4,5;365,0182196772514;368,8352162056876;368,8352162056876;112,09236234458258;2,285962624945676;14,752259270800872
ITA5_1;ITA5;PA;ITA;inner;ITA5_PA;0,0450980465285748;22,99;26,40333333333333;73,68659268408244;16,923147550784353;9,390259765133198;-1,111449875573946;0,4943353460516899;-0,0858442090051776;-0,8923299748336195;1,643339641073309;0,108860769092075;-1,479507390804773;-0,7058127772386582;25,64889717102051;4,408440589904785;22,67346107178711;30,32821068363115;2,636123180389404;30,06028175354004;0,004477004477004477;0;3,6;365,0182196772514;363,17606444188726;368,8352162056876;112,23589670626734;2,285962624945676;14,752259270800872
ITA6_1;ITA6;PA;ITA;inner;ITA6_PA;0,1522919416271919;18,48;19,926666666666662;48,72175917470658;38,68607887221834;12,592161953075072;0,4064502244180293;0,2653299606399814;-2,279811464737078;-1,0312656659936412;1,680280920975274;-0,02211365959174535;-1,386902956941196;-0,9554539080906449;25,63323402404785;4,375338554382324;19,4605605225889;33,42591349328337;2,636123180389404;30,06028175354004;0,003934337267670601;0;4,3;365,0182196772514;368,8352162056876;368,8352162056876;112,09236234458258;2,285962624945676;14,752259270800872
ITA6_2;ITA6;PA;ITA;inner;ITA6_PA;0,1224876874377899;4,73;5,040333333333333;63,44955624602983;19,588669800635746;16,961773953334436;-0,5237133044919812;0,9959104883744602;-2,279811464737078;-1,0312656659936412;1,680280920975274;-0,02211365959174535;-1,386902956941196;-0,9554539080906449;25,63323402404785;4,375338554382324;19,4605605225889;33,42591349328337;2,636123180389404;30,06028175354004;0,003934337267670601;0;4,3;365,0182196772514;368,8352162056876;368,8352162056876;112,09236234458258;2,285962624945676;14,752259270800872
ITA6_3;ITA6;TP;ITA;inner;ITA6_TP;-0,0754634352317911;33,55;30,336666666666662;23,808261890784035;56,26346254044925;19,92827556876672;1,8982767134691312;0,4307788806048028;-2,2226555121282714;0,1669436254724678;1,92562076045452;1,15856464881512;-1,873059884819631;-0,4170142581920104;25,63323402404785;4,375338554382324;36,90447453989426;22,23726835791293;2,636123180389404;30,06028175354004;0,003934337267670601;0;1,4;365,0182196772514;363,17606444188726;368,8352162056876;112,09236234458258;33,22105263157894;14,752259270800872
ITA7_1;ITA7;PA;ITA;inner;ITA7_PA;0,0495032708741343;40,26;40,77;72,60467590027639;2,8158635535684717;24,579460546155133;-1,129091745884988;1,916411576876561;0,2020424125387612;1,4637312098482236;0,9926166128983652;-0,125041772369264;0,3731187562755254;-1,308586255849528;25,65650749206543;4,396832942962646;19,28659308127373;45,4289643329864;1,904224634170532;53,22238922119141;0,004205670872337539;0;5,6;365,0182196772514;363,17606444188726;363,17606444188726;112,09236234458258;;
ITA7_2;ITA7;TP;ITA;inner;ITA7_TP;0,2540973271034421;12,94;18,706666666666667;38,61360356050819;44,40260913138416;16,983787308107647;1,0038850359623792;0,4671039003649713;-1,729223773466779;-0,6620788610618418;1,186947130887225;0,8101582658223582;-0,3048687354647209;-0,5576860284654309;25,65650749206543;4,396832942962646;32,0604389682145;29,82544000514148;1,904224634170532;53,22238922119141;0,004205670872337539;0;2,6;365,0182196772514;363,17606444188726;363,17606444188726;112,09236234458258;28,128342245989305;
MVE_1;MVE;RR;ARC;outer;MVE_RR;0,196150624870961;11,47;14,646666666666668;42,69308919418119;48,36150368562671;8,945407120192101;0,7975023386313395;-0,2105177716425281;-0,4491352184292581;0,4461773740615565;-1,510794070526632;1,318146073864322;0,271198290304289;0,6983203367118602;25,72056198120117;4,672166347503662;32,38953930171423;22,58656643647549;0,7046629190444946;63,57395553588867;0,0;0;4,1;365,0182196772514;368,8594783962631;368,8594783962631;33,21403759920844;28,114986483813546;2,301427530561028
MVE_2;MVE;RR;ARC;outer;MVE_RR;-0,0935910388604384;4,991;4,794999999999999;32,299969447037086;47,76559549504419;19,934435057918733;1,3758968139749526;0,6128863312957754;-0,4491352184292581;0,4461773740615565;-1,510794070526632;1,318146073864322;0,271198290304289;0,6983203367118602;25,72056198120117;4,672166347503662;32,38953930171423;22,58656643647549;0,7046629190444946;63,57395553588867;0,0;0;4,1;365,0182196772514;368,8594783962631;368,8594783962631;33,21403759920844;28,114986483813546;2,301427530561028
PA2_1;PA2;PA;UCR;inner;PA2_PA;0,2378462537725132;17,09;22,320000000000004;71,12635493552956;28,10346324628861;0,7701818181818182;-0,9061825728153508;-0,3805658001084077;0,1407940268781475;-1,2225067753943066;-1,052903470427647;-0,9161840068956053;-0,3701697345085913;1,238645327696295;25,73660469055176;4,944377422332764;14,67887676194593;25,50285167149974;0,7222000360488892;42,28202819824219;0,004748338081671415;0;10,8;365,0182196772514;362,9629629629629;362,9629629629629;33,21403759920844;;
PA2_10;PA2;TP;UCR;inner;PA2_TP;0,2919911736671543;7,813;10,967666666666666;32,79475756033217;67,20524243966783;0,0;1,4559570814922869;-1,273234331395945;1,3266384342675137;-0,7070749090024916;-0,7589904887760964;0,4982486540686392;-0,596600563757216;1,489427183174396;25,73660469055176;4,944377422332764;31,81726768090452;20,29166563075691;0,7222000360488892;42,28202819824219;0,004748338081671415;0;4,4;365,0182196772514;362,9629629629629;362,9629629629629;33,21403759920844;33,18908748824083;
PA2_2;PA2;PA;UCR;inner;PA2_PA;0,1483339008773994;7,589;9,005666666666668;57,29206845409211;42,70793154590789;0,0;-0,0509325911128915;-0,749572156245997;0,1407940268781475;-1,2225067753943066;-1,052903470427647;-0,9161840068956053;-0,3701697345085913;1,238645327696295;25,73660469055176;4,944377422332764;14,67887676194593;25,50285167149974;0,7222000360488892;42,28202819824219;0,004748338081671415;0;10,8;365,0182196772514;362,9629629629629;362,9629629629629;33,21403759920844;;
PA2_3;PA2;PA;UCR;inner;PA2_PA;0,0874853868598042;25,26;28,590000000000003;69,97063443580461;29,252300528751643;0,7770650354437455;-0,8351295239186091;-0,4046159267776399;0,1407940268781475;-1,2225067753943066;-1,052903470427647;-0,9161840068956053;-0,3701697345085913;1,238645327696295;25,73660469055176;4,944377422332764;14,67887676194593;25,50285167149974;0,7222000360488892;42,28202819824219;0,004748338081671415;0;10,8;365,0182196772514;362,9629629629629;362,9629629629629;33,21403759920844;;
PA2_4;PA2;PA;UCR;inner;PA2_PA;0,3562087358125646;6,116;9,288333333333334;45,39139152471785;54,60860847528215;0,0;0,6811072331623824;-1,0039647462580037;0,1407940268781475;-1,2225067753943066;-1,052903470427647;-0,9161840068956053;-0,3701697345085913;1,238645327696295;25,73660469055176;4,944377422332764;14,67887676194593;25,50285167149974;0,7222000360488892;42,28202819824219;0,004748338081671415;0;10,8;365,0182196772514;362,9629629629629;362,9629629629629;33,21403759920844;;
PA2_5;PA2;PA;UCR;inner;PA2_PA;-0,0108062248714151;16,37;15,603333333333332;87,14911474625728;12,850885253742732;0,0;-1,8875127327976997;-0,1113386018483784;0,1407940268781475;-1,2225067753943066;-1,052903470427647;-0,9161840068956053;-0,3701697345085913;1,238645327696295;25,73660469055176;4,944377422332764;14,67887676194593;25,50285167149974;0,7222000360488892;42,28202819824219;0,004748338081671415;0;10,8;365,0182196772514;362,9629629629629;362,9629629629629;33,21403759920844;;
PA2_6;PA2;PA;UCR;inner;PA2_PA;0,0794712979991307;24,09;25,7;64,79540394048003;35,20459605951997;0,0;-0,5124811587726178;-0,5891785114609865;0,1407940268781475;-1,2225067753943066;-1,052903470427647;-0,9161840068956053;-0,3701697345085913;1,238645327696295;25,73660469055176;4,944377422332764;14,67887676194593;25,50285167149974;0,7222000360488892;42,28202819824219;0,004748338081671415;0;10,8;365,0182196772514;362,9629629629629;362,9629629629629;33,21403759920844;;
PA2_7;PA2;PA;UCR;inner;PA2_PA;0,0811522407770957;25,65;28,27;70,6737694959972;29,326230504002798;0,0;-0,8740738407540184;-0,4635207318590315;0,1407940268781475;-1,2225067753943066;-1,052903470427647;-0,9161840068956053;-0,3701697345085913;1,238645327696295;25,73660469055176;4,944377422332764;14,67887676194593;25,50285167149974;0,7222000360488892;42,28202819824219;0,004748338081671415;0;10,8;365,0182196772514;362,9629629629629;362,9629629629629;33,21403759920844;;
PA2_8;PA2;TP;UCR;inner;PA2_TP;0,0720232909890494;8,455;8,769;37,533640908660736;61,44229355114469;1,0240655401945722;1,158780384071631;-1,074497935783075;1,3266384342675137;-0,7070749090024916;-0,7589904887760964;0,4982486540686392;-0,596600563757216;1,489427183174396;25,73660469055176;4,944377422332764;31,81726768090452;20,29166563075691;0,7222000360488892;42,28202819824219;0,004748338081671415;0;4,4;365,0182196772514;362,9629629629629;362,9629629629629;33,21403759920844;33,18908748824083;
PA2_9;PA2;TP;UCR;inner;PA2_TP;0,1773477118532564;5,259;6,689;42,78066141285401;56,62362417441371;0,5957144127322842;0,83839762034788;-1,0030922180086943;1,3266384342675137;-0,7070749090024916;-0,7589904887760964;0,4982486540686392;-0,596600563757216;1,489427183174396;25,73660469055176;4,944377422332764;31,81726768090452;20,29166563075691;0,7222000360488892;42,28202819824219;0,004748338081671415;0;4,4;365,0182196772514;362,9629629629629;362,9629629629629;33,21403759920844;33,18908748824083;
PAB1_1;PAB1;TP;PAB;outer;PAB1_TP;0,1626556230483578;2,999;3,6086666666666662;64,81285573033016;35,18714426966985;0,0;-0,5135546611667241;-0,5888054565459879;2,6377674668923747;1,9502429829348085;-1,640599651747225;0,9341264669913673;-0,1436045161548713;0,4968567756532698;25,71939086914062;4,638699531555176;26,14365919517879;23,53107544781789;0,6507498621940613;55,66872406005859;0,0;0;5,9;365,0182196772514;368,8594783962631;368,8594783962631;33,21403759920844;33,10457262634888;40,24728645587541
PAB1_2;PAB1;TP;PAB;outer;PAB1_TP;-0,1720941421643447;38,77;36,086666666666666;65,39531633374177;33,052039318854064;3,047792333818535;-0,5206303748178938;-0,3209307538269205;2,6377674668923747;1,9502429829348085;-1,640599651747225;0,9341264669913673;-0,1436045161548713;0,4968567756532698;25,71939086914062;4,638699531555176;26,14365919517879;23,53107544781789;0,6507498621940613;55,66872406005859;0,0;0;5,9;365,0182196772514;368,8594783962631;368,8594783962631;33,21403759920844;33,10457262634888;40,24728645587541
PAB1_3;PAB1;TP;PAB;outer;PAB1_TP;0,1556195283854109;3,073;4,223333333333334;53,58850020343032;22,286857545292666;24,124642251277024;0,0431609006939653;1,4666413624635828;2,6377674668923747;1,9502429829348085;-1,640599651747225;0,9341264669913673;-0,1436045161548713;0,4968567756532698;25,71939086914062;4,638699531555176;26,14365919517879;23,53107544781789;0,6507498621940613;55,66872406005859;0,0;0;5,9;365,0182196772514;368,8594783962631;368,8594783962631;33,21403759920844;33,10457262634888;40,24728645587541
PAB1_4;PAB1;TP;PAB;outer;PAB1_TP;-0,0037202552582915;13,49;14,910000000000002;44,41919071997575;50,5210999239573;5,05970935606696;0,71286389152205;-0,5433317359072013;2,6377674668923747;1,9502429829348085;-1,640599651747225;0,9341264669913673;-0,1436045161548713;0,4968567756532698;25,71939086914062;4,638699531555176;26,14365919517879;23,53107544781789;0,6507498621940613;55,66872406005859;0,0;0;5,9;365,0182196772514;368,8594783962631;368,8594783962631;33,21403759920844;33,10457262634888;40,24728645587541
PAB1_5;PAB1;PA;PAB;outer;PAB1_PA;-0,1433099687303988;7,528;7,067666666666667;87,38090237199266;12,488170522557946;0,5619220860573151;-1,8917270517446887;-0,0628822016883014;1,283156178313939;0,0466921211266;-2,015836954735898;-0,8716729705732701;0,1551534913470015;0,1659694679978576;25,71939086914062;4,638699531555176;9,571109120626707;30,4068333268142;0,6507498621940613;55,66872406005859;0,0;0;14,7;365,0182196772514;368,8594783962631;368,8594783962631;33,21403759920844;130,4435607219333;40,24728645587541
PAB1_6;PAB1;PA;PAB;outer;PAB1_PA;-0,577740842582503;48,84;30,21666666666667;84,19538307965279;15,697334735691816;0,1072821846553966;-1,7064161154861364;-0,1642709382792091;1,283156178313939;0,0466921211266;-2,015836954735898;-0,8716729705732701;0,1551534913470015;0,1659694679978576;25,71939086914062;4,638699531555176;9,571109120626707;30,4068333268142;0,6507498621940613;55,66872406005859;0,0;0;14,7;365,0182196772514;368,8594783962631;368,8594783962631;33,21403759920844;130,4435607219333;40,24728645587541
PAB1_7;PAB1;PA;PAB;outer;PAB1_PA;0,1320021711830299;4,124;5,589666666666667;79,76331167805218;14,526973452019748;5,709714869928068;-1,464842628416432;0,2740411766500802;1,283156178313939;0,0466921211266;-2,015836954735898;-0,8716729705732701;0,1551534913470015;0,1659694679978576;25,71939086914062;4,638699531555176;9,571109120626707;30,4068333268142;0,6507498621940613;55,66872406005859;0,0;0;14,7;365,0182196772514;368,8594783962631;368,8594783962631;33,21403759920844;130,4435607219333;40,24728645587541
PAB2_1;PAB2;PA;PAB;outer;PAB2_PA;-0,1091614491405199;17,59;16,046666666666667;76,34000294567728;23,659997054322726;0,0;-1,222617756652471;-0,3423975544607043;1,1993098615522004;-0,4730219318009663;-2,048076401823164;-1,33499727572319;0,7257518808452542;0,0461842111038075;25,71939086914062;4,638699531555176;7,332349859382981;34,02498835476042;0,7046629190444946;63,57395553588867;0,0;0;16,9;365,0182196772514;368,8594783962631;368,8594783962631;33,21403759920844;131,16579513995694;2,301427530561028
PAB2_2;PAB2;TP;PAB;outer;PAB2_TP;-0,064014237213646;18,64;18,18;40,8433426963025;57,62212277702176;1,534534526675739;0,9523629977977496;-0,955179232863634;0,3209140704851327;-0,6040565571435749;-1,639584430476045;0,630837587263668;0,3759080238682398;0,4336512882303804;25,71939086914062;4,638699531555176;22,26005337128491;25,97351660964549;0,7046629190444946;63,57395553588867;0,0;0;7,3;365,0182196772514;368,8594783962631;368,8594783962631;33,21403759920844;28,14839263317711;2,301427530561028
